0,0
11.217,21.847
11.091,21.834
11.001,21.832
10.955,21.864
10.959,21.863
11.012,21.839
11.107,21.852
11.237,21.864
11.388,21.853
11.545,21.851
11.693,21.863
11.818,21.866
11.908,21.834
11.956,21.866
11.958,21.867
11.917,21.837
11.84,21.867
11.74,21.841
11.633,21.864
11.539,21.821
11.479,21.825
11.471,21.864
11.532,21.828
11.674,21.831
11.904,21.797
12.221,21.807
12.618,21.834
13.079,21.834
13.585,21.833
14.109,21.879
14.622,21.914
15.095,21.901
15.5,21.899
15.811,21.904
16.009,21.853
16.082,21.815
16.027,21.82
15.85,21.871
15.563,21.89
15.189,21.857
14.756,21.847
14.295,21.817
13.841,21.828
13.426,21.874
13.081,21.905
12.829,21.877
12.687,21.853
12.663,21.824
12.756,21.816
12.955,21.803
13.239,21.832
13.583,21.89
13.955,21.858
14.321,21.866
14.645,21.868
14.895,21.845
15.044,21.845
15.072,21.864
14.965,21.862
14.72,21.835
14.344,21.814
13.851,21.844
13.264,21.841
12.611,21.856
11.925,21.9
11.24,21.926
10.59,21.891
10.007,21.844
9.5166,21.856
9.1396,21.871
8.8894,21.816
8.7713,21.834
8.7833,21.873
8.9162,21.924
9.1544,21.901
9.4777,21.866
9.8623,21.885
10.283,21.897
10.714,21.886
11.13,21.848
11.512,21.871
11.839,21.889
12.099,21.879
12.282,21.88
12.383,21.879
12.403,21.866
12.347,21.831
12.221,21.867
12.037,21.891
11.809,21.883
11.55,21.876
11.279,21.871
11.01,21.923
10.76,21.906
10.543,21.896
10.375,21.906
10.265,21.921
10.223,21.881
10.254,21.879
10.361,21.925
10.541,21.891
10.788,21.887
11.092,21.891
11.439,21.89
11.809,21.89
12.183,21.91
12.537,21.876
12.848,21.898
13.094,21.881
13.256,21.883
13.316,21.892
13.267,21.914
13.103,21.89
12.829,21.884
12.459,21.918
12.012,21.934
11.515,21.933
11.002,21.907
10.51,21.911
10.077,21.886
9.7409,21.891
9.5348,21.893
9.4856,21.868
9.6109,21.905
9.9178,21.911
10.401,21.897
11.043,21.907
11.813,21.916
12.672,21.94
13.571,21.934
14.455,21.913
15.269,21.909
15.958,21.913
16.475,21.908
16.779,21.909
16.844,21.905
16.656,21.908
16.22,21.916
15.553,21.909
14.691,21.934
13.678,21.945
12.573,21.9
11.438,21.859
10.338,21.91
9.3361,21.943
8.4879,21.921
7.8391,21.889
7.4222,21.942
7.254,21.913
7.3347,21.899
7.6486,21.947
8.165,21.92
8.8407,21.901
9.6235,21.937
10.456,21.924
11.28,21.899
12.04,21.928
12.689,21.941
13.188,21.938
13.512,21.919
13.652,21.93
13.609,21.934
13.403,21.956
13.061,21.941
12.622,21.946
12.129,21.929
11.629,21.929
11.165,21.936
10.778,21.916
10.498,21.908
10.348,21.929
10.336,21.896
10.461,21.91
10.708,21.925
11.056,21.921
11.471,21.946
11.918,21.942
12.358,21.938
12.752,21.955
13.069,21.95
13.279,21.949
13.364,21.951
13.315,21.961
13.133,21.962
12.827,21.921
12.417,21.937
11.929,21.946
11.396,21.951
10.85,21.939
10.326,21.939
9.8579,21.947
9.4726,21.94
9.1931,21.941
9.035,21.951
9.0064,21.94
9.1076,21.93
9.3317,21.935
9.6656,21.945
10.091,21.936
10.585,21.962
11.123,21.973
11.681,21.965
12.234,21.962
12.758,21.951
13.234,21.968
13.646,21.974
13.98,21.945
14.229,21.939
14.388,21.953
14.457,21.953
14.439,21.955
14.34,21.966
14.17,21.944
13.939,21.953
13.661,21.987
13.35,21.966
13.023,21.947
12.695,21.941
12.381,21.948
12.097,21.955
11.857,21.971
11.674,21.978
11.556,21.965
11.51,21.975
11.54,21.969
11.645,21.961
11.82,21.972
12.057,21.962
12.342,21.982
12.66,21.974
12.992,21.978
13.318,21.979
13.619,21.972
13.874,21.958
14.066,21.95
14.18,21.984
14.208,21.984
14.143,21.959
13.985,21.969
13.739,21.978
13.417,21.974
13.031,21.963
12.601,21.976
12.145,21.955
11.685,21.979
11.241,21.983
10.83,21.969
10.469,21.989
10.169,22.004
9.9366,21.996
9.7759,21.969
9.6853,22.006
9.6599,21.971
9.692,21.966
9.7719,21.995
9.8888,21.995
10.032,21.961
10.192,21.967
10.361,21.968
10.532,22.008
10.701,21.997
10.864,21.999
11.022,21.999
11.173,21.983
11.317,21.98
11.453,21.989
11.579,22.016
11.689,22.012
11.78,21.98
11.842,21.975
11.868,21.991
11.848,22.009
11.775,22.012
11.64,21.986
11.441,21.982
11.176,21.978
10.85,21.989
10.473,21.969
10.057,21.994
9.6205,21.998
9.1861,22.015
8.7771,21.999
8.4178,21.997
8.1312,22.015
7.9369,22.004
7.8498,21.995
7.8784,21.989
8.0238,22.023
8.2796,22.022
8.6318,22.007
9.0598,22.021
9.5377,22.018
10.037,22.023
10.527,22.014
10.979,22
11.37,22.017
11.681,22.018
11.902,22.025
12.029,22.007
12.072,21.998
12.046,22.004
11.974,22.028
11.886,21.993
11.813,22.009
11.787,22.02
11.838,22.019
11.988,21.997
12.252,22.01
12.638,22.027
13.138,22.029
13.736,22.009
14.406,22.01
15.113,21.993
15.817,22.005
16.473,22.019
17.04,22.005
17.479,22
17.76,22.023
17.862,22.02
17.778,22.014
17.511,21.999
17.081,22.001
16.519,21.997
15.864,22.029
15.165,22.017
14.471,22.006
13.834,22
13.3,22.01
12.905,22.01
12.678,22.023
12.631,22.027
12.762,22.029
13.057,22.016
13.486,22.026
14.009,22.022
14.577,22.02
15.139,22.035
15.642,22.022
16.036,22.04
16.281,22.034
16.347,22.023
16.215,22.021
15.883,22.027
15.363,22.063
14.679,22.029
13.867,22.025
12.972,22.025
12.042,22.029
11.129,22.036
10.279,22.03
9.5339,22.024
8.9249,22.036
8.4729,22.037
8.1862,22.034
8.0605,22.015
8.0804,22.024
