0,0
95.081,-0.056914
95.073,-0.056575
94.878,-0.049233
93.833,-0.01946
90.917,0.039643
85.595,0.12398
78.555,0.23085
71.452,0.3561
65.694,0.49809
61.715,0.66826
59.649,0.87476
59.033,1.1083
59.025,1.3478
59.005,1.5779
59.632,1.7969
61.057,2.0142
63.4,2.239
65.702,2.4736
66.278,2.71
65.648,2.9428
64.675,3.1618
64.191,3.358
64.342,3.521
63.679,3.6522
61.567,3.7719
58.941,3.9049
56.618,4.0663
54.89,4.2565
53.952,4.4676
53.568,4.6908
53.774,4.9124
54.852,5.1111
56.605,5.2785
58.494,5.4206
59.894,5.5449
59.922,5.6665
58.419,5.802
56.979,5.951
55.86,6.11
55.452,6.2753
56.233,6.4342
57.123,6.5787
56.862,6.714
55.535,6.8499
53.34,6.9878
51.267,7.1227
51.169,7.2512
53.914,7.3792
58.295,7.5091
62.206,7.6449
64.215,7.7936
64.235,7.958
63.819,8.1341
64.069,8.319
64.878,8.5064
65.39,8.6887
65.233,8.8683
64.913,9.0369
64.848,9.1914
64.456,9.3426
62.587,9.4947
59.506,9.6539
57.366,9.8235
57.604,9.9946
60.596,10.159
64.801,10.309
67.308,10.443
66.887,10.569
64.167,10.712
60.63,10.888
57.343,11.095
54.343,11.316
51.835,11.514
49.957,11.657
49.385,11.746
50.354,11.805
52.756,11.862
56.166,11.946
59.796,12.078
62.217,12.257
63.817,12.463
65.643,12.67
67.5,12.858
68.088,13.017
66.777,13.156
64.728,13.292
62.616,13.431
60.407,13.571
58.429,13.709
57.285,13.846
57.249,13.993
58.241,14.156
60.689,14.33
63.674,14.507
65.745,14.676
66.24,14.837
65.571,14.991
64.833,15.138
64.946,15.291
66.259,15.46
67.444,15.64
67.586,15.81
66.484,15.951
63.838,16.065
60.244,16.171
57.5,16.291
56.865,16.427
58.252,16.578
60.44,16.74
61.49,16.904
60.848,17.065
59.645,17.216
58.891,17.349
59.619,17.459
61.382,17.558
62.997,17.666
64.302,17.797
65.069,17.958
64.741,18.142
63.25,18.323
61.72,18.483
61.4,18.627
62.308,18.762
64.336,18.894
67.152,19.03
70.22,19.178
73.449,19.348
76.031,19.54
77.267,19.742
76.191,19.936
72.839,20.117
68.428,20.299
64.168,20.488
60.067,20.671
56.131,20.835
52.553,20.971
50.269,21.081
49.312,21.178
50.041,21.273
51.759,21.366
53.381,21.462
55.284,21.56
58.27,21.655
62.001,21.757
64.416,21.87
64.576,21.99
63.404,22.11
62.249,22.227
61.389,22.345
60.881,22.467
60.915,22.596
60.468,22.741
58.639,22.898
56.088,23.055
53.723,23.199
52.358,23.322
52.536,23.431
54.258,23.542
56.791,23.664
59.348,23.804
61.645,23.962
63.456,24.128
64.252,24.286
63.988,24.423
63.505,24.545
63.889,24.664
64.538,24.782
63.737,24.905
61.419,25.036
58.763,25.183
56.476,25.35
53.869,25.524
50.588,25.683
46.73,25.82
43.444,25.941
42.265,26.028
43.786,26.068
48.134,26.088
54.444,26.122
60.492,26.194
64.872,26.308
67.506,26.46
68.533,26.642
68.339,26.835
67.585,27.013
66.394,27.166
64.851,27.304
62.447,27.436
59.357,27.565
56.117,27.683
53.607,27.785
53.644,27.879
56.499,27.978
60.236,28.086
62.768,28.2
62.825,28.315
60.082,28.441
56.098,28.578
53.529,28.712
53.479,28.843
56.418,28.976
62.119,29.111
68.214,29.25
72.658,29.4
75.184,29.562
76.314,29.732
75.756,29.9
73.78,30.055
70.893,30.189
66.925,30.31
62.354,30.435
58.08,30.579
54.667,30.735
52.321,30.881
50.891,31.008
50.796,31.121
51.789,31.222
53.298,31.317
55.683,31.412
59.033,31.51
62.578,31.62
64.804,31.748
65.19,31.888
64.37,32.034
63.444,32.175
62.86,32.3
62.357,32.413
61.762,32.524
